stateFIPS,StateLower,CongressionalDistrict,StateAbbreviation,Population2016,FracSLDFromCD,FracCDFromSLD
42,186,5,PA,4600.854,0.073,0.006
42,188,5,PA,961.679,0.015,0.001
42,191,5,PA,42804.574,0.679,0.06
42,5,6,PA,845.872,0.014,0.001
42,13,6,PA,60939.773,0.928,0.084
42,26,6,PA,57860.857,0.866,0.08
42,74,6,PA,65086.737,1,0.09
42,126,6,PA,40639.159,0.631,0.056
42,127,6,PA,64778.269,1,0.089
42,128,6,PA,57147.274,0.884,0.079
42,129,6,PA,31399.091,0.488,0.043
42,130,6,PA,13686.189,0.217,0.019
42,155,6,PA,65883.633,1,0.091
42,156,6,PA,65686.996,1,0.091
42,157,6,PA,50761.238,0.807,0.07
42,158,6,PA,62730.201,1,0.087
42,160,6,PA,22585.274,0.351,0.031
42,167,6,PA,64777.293,1,0.089
42,22,7,PA,64106.646,1,0.089
42,115,7,PA,33173.245,0.554,0.046
42,131,7,PA,49957.135,0.757,0.069
42,132,7,PA,64572.143,1,0.089
42,133,7,PA,63868.702,1,0.088
42,134,7,PA,48040.76,0.727,0.066
42,135,7,PA,65951.639,1,0.091
42,136,7,PA,64712.958,1,0.09
42,137,7,PA,64070.266,1,0.089
42,138,7,PA,65345.498,1,0.09
42,176,7,PA,2845.852,0.045,0.004
42,183,7,PA,62335.645,1,0.086
42,187,7,PA,52479.608,0.795,0.073
42,189,7,PA,21148.298,0.346,0.029
42,111,8,PA,27376.795,0.457,0.04
42,112,8,PA,62787.182,1,0.091
42,113,8,PA,63508.545,1,0.092
42,114,8,PA,62439.311,1,0.09
42,115,8,PA,26720.691,0.446,0.039
42,116,8,PA,34441.322,0.565,0.05
42,117,8,PA,14535.037,0.244,0.021
42,118,8,PA,61100.518,1,0.088
42,119,8,PA,55896.782,0.897,0.081
42,120,8,PA,61292.441,1,0.089
42,121,8,PA,61182.023,1,0.088
42,139,8,PA,60935.301,1,0.088
42,176,8,PA,60282.185,0.955,0.087
42,189,8,PA,39887.633,0.654,0.058
42,5,9,PA,61501.649,0.986,0.087
42,101,9,PA,67101.661,1,0.095
42,102,9,PA,66373.911,1,0.094
42,104,9,PA,5387.429,0.083,0.008
42,107,9,PA,56888.128,0.891,0.081
42,109,9,PA,62593.411,1,0.089
42,116,9,PA,26567.189,0.435,0.038
42,117,9,PA,17556.349,0.295,0.025
42,119,9,PA,6397.302,0.103,0.009
42,122,9,PA,60636.956,1,0.086
42,123,9,PA,59350.491,1,0.084
42,124,9,PA,59327.833,1,0.084
42,125,9,PA,47583.021,0.781,0.068
42,126,9,PA,23731.801,0.369,0.034
42,129,9,PA,20443.083,0.318,0.029
42,130,9,PA,30879.873,0.49,0.044
42,134,9,PA,18017.376,0.273,0.026
42,187,9,PA,13530.927,0.205,0.019
42,47,10,PA,54233.088,0.828,0.075
42,87,10,PA,66813.052,1,0.092
42,88,10,PA,64910.773,1,0.089
42,92,10,PA,64309.812,1,0.088
42,93,10,PA,22894.584,0.357,0.031
42,94,10,PA,13487.625,0.213,0.019
42,95,10,PA,65168.256,1,0.09
42,98,10,PA,5344.484,0.083,0.007
42,103,10,PA,65512.041,1,0.09
42,104,10,PA,59637.703,0.917,0.082
42,105,10,PA,64267.547,1,0.088
42,106,10,PA,65572.275,1,0.09
42,125,10,PA,13372.95,0.219,0.018
42,193,10,PA,17621.941,0.281,0.024
42,196,10,PA,39798.748,0.629,0.055
42,199,10,PA,43875.92,0.667,0.06
42,13,11,PA,4730.386,0.072,0.006
42,37,11,PA,63409.776,1,0.087
42,41,11,PA,64991.755,1,0.089
42,43,11,PA,63436.73,1,0.087
42,47,11,PA,11248.359,0.172,0.015
42,93,11,PA,41232.082,0.643,0.057
42,94,11,PA,49884.117,0.787,0.068
42,96,11,PA,66049.172,1,0.091
42,97,11,PA,66170.464,1,0.091
42,98,11,PA,59171.814,0.917,0.081
42,99,11,PA,64983.461,1,0.089
42,100,11,PA,65568.151,1,0.09
42,128,11,PA,7463.084,0.116,0.01
42,129,11,PA,12525.209,0.195,0.017
42,169,11,PA,64113.404,1,0.088
42,196,11,PA,23520.966,0.371,0.032
42,67,12,PA,15460.265,0.249,0.022
42,68,12,PA,59445.257,1,0.085
42,76,12,PA,42952.156,0.666,0.061
42,77,12,PA,49491.93,0.737,0.07
42,81,12,PA,9618.534,0.148,0.014
42,82,12,PA,53745.099,0.835,0.076
42,83,12,PA,61635.461,1,0.088
42,84,12,PA,63163.073,1,0.09
42,85,12,PA,65388.473,1,0.093
42,86,12,PA,45820,0.697,0.065
42,107,12,PA,6936.072,0.109,0.01
42,108,12,PA,61980.383,1,0.088
42,110,12,PA,58635.959,1,0.083
42,111,12,PA,32579.519,0.543,0.046
42,117,12,PA,27521,0.462,0.039
42,171,12,PA,48179.581,0.718,0.069
42,51,13,PA,11380.515,0.186,0.016
42,55,13,PA,21459.727,0.353,0.031
42,59,13,PA,32912.411,0.524,0.047
42,69,13,PA,62310.366,1,0.089
42,71,13,PA,38811.968,0.636,0.055
42,72,13,PA,9223.505,0.154,0.013
42,78,13,PA,63264.549,1,0.09
42,79,13,PA,61901.781,1,0.088
42,80,13,PA,62748.219,1,0.089
42,81,13,PA,45634,0.702,0.065
42,82,13,PA,10641.794,0.165,0.015
42,86,13,PA,19919.032,0.303,0.028
42,89,13,PA,64756.692,1,0.092
42,90,13,PA,65623.542,1,0.093
42,91,13,PA,64408.254,1,0.092
42,193,13,PA,45072.612,0.719,0.064
42,199,13,PA,21917.375,0.333,0.031
42,15,14,PA,24581.028,0.411,0.036
42,33,14,PA,17787.063,0.292,0.026
42,39,14,PA,11890.204,0.197,0.017
42,40,14,PA,21229.434,0.344,0.031
42,46,14,PA,33661.057,0.531,0.049
42,48,14,PA,61387.521,1,0.089
42,49,14,PA,59982.75,1,0.087
42,50,14,PA,60303.164,1,0.087
42,51,14,PA,49788.235,0.814,0.072
42,52,14,PA,62660.711,1,0.091
42,54,14,PA,43825.696,0.741,0.063
42,55,14,PA,32117.558,0.529,0.046
42,56,14,PA,59058.539,1,0.085
42,57,14,PA,61246.758,1,0.089
42,58,14,PA,62519.974,1,0.09
42,59,14,PA,29868.989,0.476,0.043
42,11,15,PA,21411.055,0.347,0.031
42,55,15,PA,7162.148,0.118,0.01
42,60,15,PA,59862.607,1,0.087
42,62,15,PA,61663.585,1,0.09
42,63,15,PA,58782.094,1,0.086
42,64,15,PA,58529.007,1,0.085
42,65,15,PA,43560.257,0.723,0.063
42,66,15,PA,62769.329,1,0.091
42,67,15,PA,46560,0.751,0.068
42,71,15,PA,22202.615,0.364,0.032
42,72,15,PA,50822.112,0.846,0.074
42,73,15,PA,63287.413,1,0.092
42,75,15,PA,62448.108,1,0.091
42,76,15,PA,21562.086,0.334,0.031
42,77,15,PA,17636.369,0.263,0.026
42,81,15,PA,9748.236,0.15,0.014
42,171,15,PA,18968.009,0.282,0.028
42,1,16,PA,59489.163,1,0.086
42,2,16,PA,60152.692,1,0.087
42,3,16,PA,62379.548,1,0.09
42,4,16,PA,59661.444,1,0.086
42,6,16,PA,62789.796,1,0.091
42,7,16,PA,61900.89,1,0.089
42,8,16,PA,60152.633,1,0.087
42,9,16,PA,57982.655,1,0.084
42,10,16,PA,33736.23,0.554,0.049
42,11,16,PA,40330.302,0.653,0.058
42,12,16,PA,44356.625,0.714,0.064
42,14,16,PA,12930.574,0.217,0.019
42,17,16,PA,60778.802,1,0.088
42,65,16,PA,16727.629,0.277,0.024
42,10,17,PA,27166.383,0.446,0.039
42,12,17,PA,17772.934,0.286,0.025
42,14,17,PA,46628.867,0.783,0.066
42,15,17,PA,35155.976,0.589,0.05
42,16,17,PA,61334.475,1,0.087
42,20,17,PA,32224.042,0.532,0.046
42,21,17,PA,40466.61,0.672,0.058
42,27,17,PA,20305.424,0.335,0.029
42,28,17,PA,61611.415,1,0.088
42,30,17,PA,63483.496,1,0.09
42,32,17,PA,45829.437,0.712,0.065
42,33,17,PA,43074.903,0.708,0.061
42,42,17,PA,56654.255,0.931,0.081
42,44,17,PA,61759.659,1,0.088
42,45,17,PA,61108.587,1,0.087
42,46,17,PA,13798.713,0.218,0.02
42,54,17,PA,15340.251,0.259,0.022
42,19,18,PA,60520.619,1,0.086
42,20,18,PA,28299.582,0.468,0.04
42,21,18,PA,19742.497,0.328,0.028
42,23,18,PA,61369.016,1,0.087
42,24,18,PA,60218.121,1,0.085
42,25,18,PA,61722.598,1,0.087
42,27,18,PA,40225.212,0.665,0.057
42,32,18,PA,18495.444,0.288,0.026
42,34,18,PA,60708.929,1,0.086
42,35,18,PA,61300.904,1,0.087
42,36,18,PA,60947.322,1,0.086
42,38,18,PA,64108.525,1,0.091
42,39,18,PA,48500.834,0.803,0.069
42,40,18,PA,40485.641,0.656,0.057
42,42,18,PA,4225.956,0.069,0.006
42,46,18,PA,15980.304,0.252,0.023
44,1,1,RI,12994.671,0.926,0.025
44,2,1,RI,7444.306,0.533,0.014
44,3,1,RI,12587.166,0.892,0.024
44,4,1,RI,13866.308,1,0.026
44,5,1,RI,7197.578,0.497,0.014
44,6,1,RI,3929.445,0.273,0.007
44,9,1,RI,1119.376,0.079,0.002
44,10,1,RI,11890.463,0.83,0.022
44,11,1,RI,14394.144,1,0.027
44,12,1,RI,14251.568,1,0.027
44,44,1,RI,12565.931,0.866,0.024
44,45,1,RI,14301.116,1,0.027
44,46,1,RI,14467.96,1,0.027
44,48,1,RI,12100.788,0.833,0.023
44,49,1,RI,14216.177,1,0.027
44,50,1,RI,13922.934,1,0.026
44,51,1,RI,14199.998,1,0.027
44,52,1,RI,14324.373,1,0.027
44,53,1,RI,12379.874,0.855,0.023
44,54,1,RI,14431.558,1,0.027
44,55,1,RI,14075.623,1,0.027
44,56,1,RI,14484.139,1,0.027
44,57,1,RI,14311.227,1,0.027
44,58,1,RI,14512.452,1,0.027
44,59,1,RI,13903.722,1,0.026
44,60,1,RI,14387.066,1,0.027
44,61,1,RI,13905.744,1,0.026
44,62,1,RI,14190.897,1,0.027
44,63,1,RI,14539.754,1,0.027
44,64,1,RI,13962.37,1,0.026
44,65,1,RI,14444.703,1,0.027
44,66,1,RI,13779.144,1,0.026
44,67,1,RI,13488.875,1,0.025
44,68,1,RI,13478.053,1,0.025
44,69,1,RI,13605.124,1,0.026
44,70,1,RI,13718.765,1,0.026
44,71,1,RI,13718.765,1,0.026
44,72,1,RI,13666.831,1,0.026
44,73,1,RI,13669.827,1,0.026
44,74,1,RI,13666.831,1,0.026
44,75,1,RI,13674.821,1,0.026
44,1,2,RI,1041.515,0.074,0.002
44,2,2,RI,6531.21,0.467,0.012
44,3,2,RI,1517.781,0.108,0.003
44,5,2,RI,7290.606,0.503,0.014
44,6,2,RI,10455.599,0.727,0.02
44,7,2,RI,14369.876,1,0.027
44,8,2,RI,14143.372,1,0.027
44,9,2,RI,12989.615,0.921,0.025
44,10,2,RI,2436.943,0.17,0.005
44,13,2,RI,13946.192,1,0.026
44,14,2,RI,14502.34,1,0.028
44,15,2,RI,14432.569,1,0.027
44,16,2,RI,13985.628,1,0.027
44,17,2,RI,14348.641,1,0.027
44,18,2,RI,14380.999,1,0.027
44,19,2,RI,13657.212,1,0.026
44,20,2,RI,13850.722,1,0.026
44,21,2,RI,13639.072,1,0.026
44,22,2,RI,13621.239,1,0.026
44,23,2,RI,13875.851,1,0.026
44,24,2,RI,13624.211,1,0.026
44,25,2,RI,13586.565,1,0.026
44,26,2,RI,13577.648,1,0.026
44,27,2,RI,13921.424,1,0.026
44,28,2,RI,13740.206,1,0.026
44,29,2,RI,14243.404,1,0.027
44,30,2,RI,14190.896,1,0.027
44,31,2,RI,14253.013,1,0.027
44,32,2,RI,13930.776,1,0.026
44,33,2,RI,14258.98,1,0.027
44,34,2,RI,14124.715,1,0.027
44,35,2,RI,14233.122,1,0.027
44,36,2,RI,13882.043,1,0.026
44,37,2,RI,14277.877,1,0.027
44,38,2,RI,13709.984,1,0.026
44,39,2,RI,13617.49,1,0.026
44,40,2,RI,14483.795,1,0.028
44,41,2,RI,14504.363,1,0.028
44,42,2,RI,14510.43,1,0.028
44,43,2,RI,13965.404,1,0.027
44,44,2,RI,1936.409,0.134,0.004
44,47,2,RI,14538.743,1,0.028
44,48,2,RI,2426.831,0.167,0.005
44,53,2,RI,2100.22,0.145,0.004
45,15,1,SC,29038.836,0.68,0.038
45,92,1,SC,43467.925,1,0.058
45,94,1,SC,41001.521,1,0.054
45,97,1,SC,22777.39,0.558,0.03
45,98,1,SC,41179.926,1,0.055
45,99,1,SC,42278.599,0.978,0.056
45,100,1,SC,40213.908,0.929,0.053
45,102,1,SC,13017.253,0.292,0.017
45,108,1,SC,10111.101,0.265,0.013
45,109,1,SC,14668.134,0.343,0.019
45,110,1,SC,38291.083,0.904,0.051
45,111,1,SC,11977.992,0.289,0.016
45,112,1,SC,41824.477,1,0.055
45,113,1,SC,11176.958,0.267,0.015
45,114,1,SC,41397.36,0.999,0.055
45,115,1,SC,42174.307,1,0.056
45,116,1,SC,17122.416,0.425,0.023
45,117,1,SC,43048.765,1,0.057
45,118,1,SC,34092.427,0.808,0.045
45,119,1,SC,42298.842,1,0.056
45,120,1,SC,32726.427,0.792,0.043
45,121,1,SC,17135.864,0.437,0.023
45,123,1,SC,41898.948,1,0.056
45,124,1,SC,41939.589,1,0.056
45,39,2,SC,23056.802,0.57,0.033
45,41,2,SC,4775.004,0.133,0.007
45,66,2,SC,2408.991,0.069,0.003
45,69,2,SC,40976.296,1,0.058
45,70,2,SC,887.258,0.024,0.001
45,71,2,SC,38908.102,1,0.055
45,72,2,SC,4023.018,0.1,0.006
45,73,2,SC,11674.954,0.287,0.017
45,74,2,SC,6077.665,0.155,0.009
45,75,2,SC,38520.638,0.973,0.055
45,76,2,SC,13093.715,0.322,0.019
45,77,2,SC,12252.258,0.301,0.017
45,78,2,SC,39963.898,1,0.057
45,79,2,SC,39580.449,0.973,0.056
45,80,2,SC,162.966,0.004,0
45,81,2,SC,39774.923,1,0.057
45,82,2,SC,15767.927,0.42,0.022
45,83,2,SC,31986.665,0.812,0.046
45,84,2,SC,39966.334,1,0.057
45,85,2,SC,41591.464,1,0.059
45,86,2,SC,39962.151,1,0.057
45,87,2,SC,41639.456,1,0.059
45,88,2,SC,41510.751,1,0.059
45,89,2,SC,41483.483,1,0.059
45,90,2,SC,3276.44,0.096,0.005
45,91,2,SC,24853.856,0.719,0.035
45,93,2,SC,15682.253,0.418,0.022
45,95,2,SC,6969.445,0.198,0.01
45,96,2,SC,41664.543,1,0.059
45,1,3,SC,37551.943,1,0.055
45,2,3,SC,38803.057,1,0.057
45,3,3,SC,39277.33,1,0.058
45,4,3,SC,39344.314,1,0.058
45,5,3,SC,39195.919,1,0.058
45,6,3,SC,39958.574,1,0.059
45,7,3,SC,38274.138,1,0.056
45,8,3,SC,38751.592,1,0.057
45,9,3,SC,39475.361,1,0.058
45,10,3,SC,35883.32,0.89,0.053
45,11,3,SC,36691.307,1,0.054
45,12,3,SC,36191.674,1,0.053
45,13,3,SC,38374.261,1,0.056
45,14,3,SC,38248.807,1,0.056
45,16,3,SC,35328.798,0.894,0.052
45,25,3,SC,17842.719,0.44,0.026
45,28,3,SC,26264.455,0.637,0.039
45,35,3,SC,3229.861,0.079,0.005
45,39,3,SC,17362.815,0.43,0.025
45,40,3,SC,6582.709,0.173,0.01
45,42,3,SC,9266.304,0.251,0.014
45,82,3,SC,21773.656,0.58,0.032
45,83,3,SC,7418.529,0.188,0.011
45,10,4,SC,4445.757,0.11,0.006
45,16,4,SC,4198.157,0.106,0.006
45,17,4,SC,42231.379,1,0.059
45,18,4,SC,42212.587,1,0.059
45,19,4,SC,41941.774,1,0.058
45,20,4,SC,42139.634,1,0.059
45,21,4,SC,42230.273,1,0.059
45,22,4,SC,42253.486,1,0.059
45,23,4,SC,40206.359,1,0.056
45,24,4,SC,41885.401,1,0.058
45,25,4,SC,22738.358,0.56,0.032
45,27,4,SC,42223.641,1,0.059
45,28,4,SC,14972.099,0.363,0.021
45,31,4,SC,39597.457,1,0.055
45,32,4,SC,28194.526,0.721,0.039
45,33,4,SC,40357.723,1,0.056
45,34,4,SC,39933.586,1,0.056
45,35,4,SC,37842.149,0.921,0.053
45,36,4,SC,39873.563,1,0.055
45,37,4,SC,38169.175,0.99,0.053
45,38,4,SC,30830.539,0.761,0.043
45,26,5,SC,42213.041,1,0.06
45,29,5,SC,40031.706,1,0.057
45,30,5,SC,38258.087,1,0.054
45,32,5,SC,10924.716,0.279,0.015
45,37,5,SC,401.87,0.01,0.001
45,38,5,SC,9683.054,0.239,0.014
45,40,5,SC,31496.291,0.827,0.045
45,41,5,SC,31069.196,0.867,0.044
45,42,5,SC,27673,0.749,0.039
45,43,5,SC,38152.015,1,0.054
45,44,5,SC,44516.478,1,0.063
45,45,5,SC,43151.927,1,0.061
45,46,5,SC,43007.809,1,0.061
45,47,5,SC,42477.201,1,0.06
45,48,5,SC,42684.184,1,0.06
45,49,5,SC,42206.179,1,0.06
45,50,5,SC,35152.324,1,0.05
45,51,5,SC,19229.257,0.525,0.027
45,52,5,SC,39715.061,1,0.056
45,53,5,SC,3799.902,0.104,0.005
45,64,5,SC,215.879,0.006,0
45,65,5,SC,12486.039,0.334,0.018
45,67,5,SC,37341.138,0.994,0.053
45,70,5,SC,15512.334,0.411,0.022
45,80,5,SC,14951.846,0.386,0.021
45,15,6,SC,13644.344,0.32,0.02
45,51,6,SC,17423.266,0.475,0.025
45,61,6,SC,15243.021,0.414,0.022
45,64,6,SC,35853.986,0.994,0.052
45,66,6,SC,32524.709,0.931,0.047
45,67,6,SC,243.864,0.006,0
45,70,6,SC,21346.388,0.566,0.031
45,72,6,SC,36337.11,0.9,0.053
45,73,6,SC,29047.32,0.713,0.042
45,74,6,SC,33090.576,0.845,0.048
45,75,6,SC,1080.048,0.027,0.002
45,76,6,SC,27573.172,0.678,0.04
45,77,6,SC,28423.151,0.699,0.041
45,79,6,SC,1106.676,0.027,0.002
45,80,6,SC,23611.932,0.61,0.034
45,90,6,SC,30949.987,0.904,0.045
45,91,6,SC,9712.105,0.281,0.014
45,93,6,SC,21873.778,0.582,0.032
45,95,6,SC,28211.331,0.802,0.041
45,97,6,SC,18054.574,0.442,0.026
45,99,6,SC,967.667,0.022,0.001
45,100,6,SC,3058.349,0.071,0.004
45,101,6,SC,33945.212,1,0.049
45,102,6,SC,31525.911,0.708,0.046
45,103,6,SC,996.07,0.026,0.001
45,109,6,SC,28062.24,0.657,0.041
45,110,6,SC,4075.687,0.096,0.006
45,111,6,SC,29486.466,0.711,0.043
45,113,6,SC,30698.983,0.733,0.045
45,114,6,SC,28.152,0.001,0
45,116,6,SC,23181.639,0.575,0.034
45,118,6,SC,8079.846,0.192,0.012
45,120,6,SC,8582.385,0.208,0.012
45,121,6,SC,22036.231,0.563,0.032
45,122,6,SC,37755.49,1,0.055
45,53,7,SC,32750.812,0.896,0.046
45,54,7,SC,34641.891,1,0.049
45,55,7,SC,35853.481,1,0.05
45,56,7,SC,45504.05,1,0.064
45,57,7,SC,35879.512,1,0.051
45,58,7,SC,43612.786,1,0.061
45,59,7,SC,36789.37,1,0.052
45,60,7,SC,36598.764,1,0.052
45,61,7,SC,21540.575,0.586,0.03
45,62,7,SC,37576.631,1,0.053
45,63,7,SC,36869.482,1,0.052
45,65,7,SC,24849.945,0.666,0.035
45,68,7,SC,45264.65,1,0.064
45,103,7,SC,36689.332,0.974,0.052
45,104,7,SC,44159.816,1,0.062
45,105,7,SC,45051.583,1,0.063
45,106,7,SC,43776.775,1,0.062
45,107,7,SC,44532.084,1,0.063
45,108,7,SC,28074.442,0.735,0.04
46,1,0,SD,24342.612,1,0.028
46,2,0,SD,24846.144,1,0.029
46,3,0,SD,26061.769,1,0.03
46,4,0,SD,23581.664,1,0.027
46,5,0,SD,24449.349,1,0.028
46,6,0,SD,28091.122,1,0.032
46,7,0,SD,25545.987,1,0.03
46,8,0,SD,24091,1,0.028
46,9,0,SD,26229.472,1,0.03
46,10,0,SD,25732.074,1,0.03
46,11,0,SD,25181.619,1,0.029
46,12,0,SD,25262.519,1,0.029
46,13,0,SD,25575.312,1,0.03
46,14,0,SD,25400.475,1,0.029
46,15,0,SD,24838.967,1,0.029
46,16,0,SD,24723.791,1,0.029
46,17,0,SD,22403,1,0.026
46,18,0,SD,22616,1,0.026
46,19,0,SD,22950.042,1,0.027
46,20,0,SD,24643,1,0.028
46,21,0,SD,22391.958,1,0.026
46,22,0,SD,23102,1,0.027
46,23,0,SD,21958.474,1,0.025
46,24,0,SD,23366,1,0.027
46,25,0,SD,25685.65,1,0.03
46,27,0,SD,23674.558,1,0.027
46,29,0,SD,25933.723,1,0.03
46,30,0,SD,25256.713,1,0.029
46,31,0,SD,25281,1,0.029
46,32,0,SD,26402.566,1,0.031
46,33,0,SD,24730.05,1,0.029
46,34,0,SD,25567.227,1,0.03
46,35,0,SD,26201.045,1,0.03
46,26A,0,SD,12257,1,0.014
46,26B,0,SD,12102,1,0.014
46,28A,0,SD,12675,1,0.015
46,28B,0,SD,12302.863,1,0.014
47,1,1,TN,61400.861,1,0.086
47,2,1,TN,61177.083,1,0.086
47,3,1,TN,63020.66,1,0.088
47,4,1,TN,63043.396,1,0.088
47,5,1,TN,60889.32,1,0.085
47,6,1,TN,64108.085,1,0.09
47,7,1,TN,63331.915,1,0.089
47,9,1,TN,63140,1,0.088
47,10,1,TN,63785,1,0.089
47,11,1,TN,53253.45,0.857,0.075
47,12,1,TN,65910.232,1,0.092
47,17,1,TN,31661.492,0.486,0.044
47,8,2,TN,64017.012,1,0.087
47,11,2,TN,8868.521,0.143,0.012
47,13,2,TN,65640.222,1,0.089
47,14,2,TN,65084.074,1,0.088
47,15,2,TN,64546.921,1,0.087
47,16,2,TN,64871.957,1,0.088
47,17,2,TN,33458.984,0.514,0.045
47,18,2,TN,65190.66,1,0.088
47,19,2,TN,65242.37,1,0.088
47,20,2,TN,64652.988,1,0.087
47,21,2,TN,37696.127,0.552,0.051
47,32,2,TN,13757.873,0.226,0.019
47,35,2,TN,54829,0.898,0.074
47,36,2,TN,5672.871,0.092,0.008
47,89,2,TN,65555.797,1,0.089
47,21,3,TN,30642.192,0.448,0.042
47,22,3,TN,42245.417,0.63,0.058
47,23,3,TN,68177.808,1,0.094
47,24,3,TN,3581.44,0.054,0.005
47,26,3,TN,71546.962,1,0.098
47,27,3,TN,71543.772,1,0.098
47,28,3,TN,71546.962,1,0.098
47,29,3,TN,71548.025,1,0.098
47,30,3,TN,71552.278,1,0.098
47,31,3,TN,5885.515,0.087,0.008
47,32,3,TN,46988.485,0.774,0.065
47,33,3,TN,67024.292,1,0.092
47,35,3,TN,6209.056,0.102,0.009
47,36,3,TN,55883.78,0.908,0.077
47,38,3,TN,21947,0.329,0.03
47,41,3,TN,21554,0.332,0.03
47,22,4,TN,24817.73,0.37,0.032
47,24,4,TN,62622.413,0.946,0.081
47,25,4,TN,5241.919,0.075,0.007
47,31,4,TN,62014,0.913,0.081
47,34,4,TN,77664.922,1,0.101
47,37,4,TN,76721.167,1,0.1
47,39,4,TN,62306.604,1,0.081
47,43,4,TN,41193.6,0.607,0.054
47,47,4,TN,12711.4,0.189,0.017
47,48,4,TN,77774.088,1,0.101
47,49,4,TN,76090.823,1,0.099
47,62,4,TN,64633.762,1,0.084
47,64,4,TN,57533.555,0.835,0.075
47,69,4,TN,6020.889,0.086,0.008
47,92,4,TN,62572.633,1,0.081
47,50,5,TN,66779.778,1,0.087
47,51,5,TN,71668.101,1,0.094
47,52,5,TN,69609.458,1,0.091
47,53,5,TN,66864.964,1,0.087
47,54,5,TN,67827.12,1,0.089
47,55,5,TN,67110.69,1,0.088
47,56,5,TN,67359.693,1,0.088
47,58,5,TN,67265.771,1,0.088
47,59,5,TN,70368.48,1,0.092
47,60,5,TN,69555.944,1,0.091
47,69,5,TN,24551.391,0.351,0.032
47,78,5,TN,56968.983,0.844,0.074
47,25,6,TN,65000.511,0.925,0.086
47,38,6,TN,44686.233,0.671,0.059
47,40,6,TN,70175.073,1,0.093
47,41,6,TN,43307.767,0.668,0.057
47,42,6,TN,70032.57,1,0.092
47,43,6,TN,26653,0.393,0.035
47,44,6,TN,75252.2,1,0.099
47,45,6,TN,75379.98,1,0.099
47,46,6,TN,74966.046,1,0.099
47,47,6,TN,54682,0.811,0.072
47,57,6,TN,78176.702,1,0.103
47,66,6,TN,69165,1,0.091
47,78,6,TN,10529.625,0.156,0.014
47,61,7,TN,73025.3,1,0.096
47,63,7,TN,73055.203,1,0.096
47,64,7,TN,11407.122,0.165,0.015
47,65,7,TN,73026.496,1,0.096
47,67,7,TN,75509.293,1,0.099
47,68,7,TN,75787.565,1,0.099
47,69,7,TN,39314.433,0.563,0.051
47,70,7,TN,65618.555,1,0.086
47,71,7,TN,61065.445,1,0.08
47,72,7,TN,65008,1,0.085
47,74,7,TN,70918.141,1,0.093
47,75,7,TN,29103.737,0.473,0.038
47,80,7,TN,22892.713,0.387,0.03
47,94,7,TN,28477.287,0.418,0.037
47,73,8,TN,61334.717,1,0.087
47,75,8,TN,32402.263,0.527,0.046
47,76,8,TN,59380.823,1,0.085
47,77,8,TN,63745.353,1,0.091
47,79,8,TN,63719.824,1,0.091
47,80,8,TN,36328.283,0.613,0.052
47,81,8,TN,61303,1,0.087
47,82,8,TN,59037,1,0.084
47,83,8,TN,43440.455,0.655,0.062
47,88,8,TN,15540.715,0.236,0.022
47,91,8,TN,380.836,0.006,0.001
47,94,8,TN,39590,0.582,0.056
47,95,8,TN,65631.69,1,0.094
47,96,8,TN,13852.142,0.206,0.02
47,97,8,TN,25290.31,0.376,0.036
47,98,8,TN,1891.081,0.029,0.003
47,99,8,TN,58163.079,0.872,0.083
47,83,9,TN,22861.223,0.345,0.032
47,84,9,TN,67700.091,1,0.095
47,85,9,TN,67701.098,1,0.095
47,86,9,TN,67520.756,1,0.095
47,87,9,TN,66173.726,1,0.093
47,88,9,TN,50182.657,0.764,0.071
47,90,9,TN,66499.149,1,0.094
47,91,9,TN,66056.856,0.994,0.093
47,93,9,TN,67755.504,1,0.095
47,95,9,TN,31.233,0,0
47,96,9,TN,53355.28,0.794,0.075
47,97,9,TN,41943.307,0.624,0.059
47,98,9,TN,64079.13,0.971,0.09
47,99,9,TN,8552.683,0.128,0.012
48,5,1,TX,70009.793,0.419,0.097
48,6,1,TX,171892.207,1,0.239
48,7,1,TX,136338.259,0.828,0.19
48,9,1,TX,125908,0.757,0.175
48,11,1,TX,118538,0.696,0.165
48,57,1,TX,96111,0.584,0.134
48,126,2,TX,148125.218,0.78,0.189
48,127,2,TX,162115.526,0.881,0.207
48,128,2,TX,8273.73,0.043,0.011
48,130,2,TX,4740.823,0.024,0.006
48,133,2,TX,3733.665,0.019,0.005
48,134,2,TX,67533.462,0.345,0.086
48,135,2,TX,40717.023,0.211,0.052
48,138,2,TX,121988.442,0.628,0.156
48,139,2,TX,16216.6,0.082,0.021
48,141,2,TX,10131.029,0.054,0.013
48,142,2,TX,24797.636,0.139,0.032
48,147,2,TX,28963.1,0.147,0.037
48,148,2,TX,61268.442,0.32,0.078
48,150,2,TX,84789.745,0.448,0.108
48,33,3,TX,88128.766,0.427,0.105
48,66,3,TX,206725.49,1,0.246
48,67,3,TX,206739.902,1,0.246
48,70,3,TX,194962.978,0.943,0.232
48,89,3,TX,142321.112,0.688,0.17
48,1,4,TX,166465,1,0.226
48,2,4,TX,128473,0.703,0.174
48,5,4,TX,69366,0.415,0.094
48,7,4,TX,28375.741,0.172,0.038
48,9,4,TX,40522,0.243,0.055
48,33,4,TX,118499.847,0.573,0.161
48,62,4,TX,167481,1,0.227
48,70,4,TX,11779.326,0.057,0.016
48,89,4,TX,7169.92,0.035,0.01
