StateFIPS,CongressionalDistrict,PUMA,StateAbbreviation,Population2016,FracCDInPUMA,FracPUMAInCD
55,7,700,WI,6740.126,0.01,0.033
55,2,800,WI,81058.466,0.107,0.551
55,3,800,WI,66113.534,0.092,0.449
55,3,900,WI,118122,0.164,1
55,2,1000,WI,63949,0.085,0.529
55,5,1000,WI,3.005,0,0
55,6,1000,WI,56923.995,0.08,0.471
55,5,1001,WI,120840.843,0.168,0.7
55,6,1001,WI,51852.157,0.073,0.3
55,7,1300,WI,4456,0.006,0.041
55,8,1300,WI,105508,0.145,0.959
55,6,1301,WI,79536,0.112,0.796
55,8,1301,WI,20405,0.028,0.204
55,6,1400,WI,57948,0.081,0.374
55,8,1400,WI,97128,0.133,0.626
55,6,1401,WI,102144,0.143,0.673
55,8,1401,WI,49553,0.068,0.327
55,8,1500,WI,184526,0.253,1
55,6,1501,WI,158857.256,0.223,0.935
55,8,1501,WI,11028.744,0.015,0.065
55,7,1600,WI,135603,0.191,1
55,3,1601,WI,154230.647,0.214,0.812
55,7,1601,WI,35666.353,0.05,0.188
55,1,2400,WI,81206.664,0.113,0.502
55,2,2400,WI,80413.336,0.106,0.498
55,6,2500,WI,115427,0.162,1
55,1,10000,WI,168183,0.235,1
55,5,20000,WI,134296,0.186,0.603
55,6,20000,WI,88314,0.124,0.397
55,1,30000,WI,195140,0.273,1
55,4,40101,WI,107475.42,0.151,0.984
55,6,40101,WI,1701.641,0.002,0.016
55,1,40301,WI,70176.863,0.098,0.589
55,4,40301,WI,48973.116,0.069,0.411
55,1,40701,WI,21822.16,0.03,0.128
55,4,40701,WI,4586.9,0.006,0.027
55,5,40701,WI,143778.09,0.199,0.845
55,4,41001,WI,109318.613,0.153,1
55,4,41002,WI,118505.464,0.166,1
55,4,41003,WI,106703.407,0.15,1
55,4,41004,WI,105888.226,0.148,1
55,4,41005,WI,112206.884,0.157,0.997
55,5,41005,WI,311.215,0,0.003
55,1,50000,WI,91652.726,0.128,0.89
55,5,50000,WI,11306.274,0.016,0.11
55,3,55101,WI,95.858,0,0.001
55,7,55101,WI,132427.043,0.187,0.999
55,3,55102,WI,44704,0.062,0.337
55,7,55102,WI,88029,0.124,0.663
55,3,55103,WI,139986.762,0.194,0.889
55,7,55103,WI,17554.336,0.025,0.111
55,1,70101,WI,49224.23,0.069,0.421
55,5,70101,WI,67633.499,0.094,0.579
55,1,70201,WI,32042.245,0.045,0.203
55,5,70201,WI,125562.15,0.174,0.797
55,1,70301,WI,6418.463,0.009,0.052
55,5,70301,WI,117543.413,0.163,0.948
56,0,100,WY,113859,0.194,1
56,0,200,WY,104774,0.179,1
56,0,300,WY,136392,0.233,1
56,0,400,WY,110848,0.189,1
56,0,500,WY,119628,0.204,1
